Address,Category,Name,Phone,Price,Rating,Reviews
"1609 Polk St,San Francisco,CA,94109","Mediterranean,Wine Bars",Dunya Bistro,(415) 400-5770,$11-30,4.0,563
"342 Howard St,San Francisco,CA,94105","American (New),Wine Bars",Town Hall,(415) 908-3900,$31-60,3.5,1959
"4800 3rd St,San Francisco,CA,94124","American (New),Moroccan,Ethiopian",Radio Africa Kitchen,(415) 826-9660,$11-30,4.5,339
"291 6th Ave,San Francisco,CA,94118","Szechuan,Taiwanese,Hot Pot",Spices,(415) 752-8885,$11-30,4.0,188
"900 N Point St,San Francisco,CA,94109","Seafood,Steakhouses",McCormick & Kuleto's Seafood & Steaks,(415) 929-1730,$31-60,3.0,1264
"16 Mint Plz,San Francisco,CA,94103","Italian,Diners,Cocktail Bars",54 Mint - Ristorante Italiano,(415) 543-5100,$31-60,4.0,1165
"1671 Haight St,San Francisco,CA,94117",Vietnamese,DragonEats,(415) 522-6689,Under $10,4.5,201
"1600 Stockton St,San Francisco,CA,94133","Pizza,Italian,Wine Bars",Acquolina,(415) 781-0331,$11-30,4.0,531
"330 1st St,San Francisco,CA,94105","Wine Bars,American (New),Pizza",Local Kitchen & Wine Merchant,(415) 777-4200,$11-30,3.5,1038
"669 Townsend St,San Francisco,CA,94103","Sushi Bars,Izakaya",Okane,(415) 865-9788,$11-30,4.0,369
"1419 Fillmore St,San Francisco,CA,94115","Ethiopian,Jazz & Blues,Piano Bars",Sheba Piano Lounge,(415) 440-7414,$11-30,4.0,589
"810 Van Ness Ave,San Francisco,CA,94109","Sushi Bars,Japanese",Hinata,(415) 829-8291,Above $61,4.5,531
"2274 Lombard St,San Francisco,CA,94123","Ramen,Noodles",Hoshi Ramen & Rice,(415) 610-3929,$11-30,4.5,66
"3193 Mission St,San Francisco,CA,94110","Pizza,Breweries",Cellarmaker House of Pizza,(415) 296-6351,$11-30,4.0,138
"606 Jackson St,San Francisco,CA,94133","Chinese,Wine Bars,Asian Fusion",Z & Y Bistro,(415) 986-1899,$11-30,4.0,132
"907 Irving St,San Francisco,CA,94122","Ethiopian,Vegetarian,Eritrean",New Eritrea Restaurant & Bar,(415) 681-1288,$11-30,4.0,732
"424 Octavia St,San Francisco,CA,94102","German,Beer Gardens",Biergarten,(415) 445-4556,$11-30,4.0,538
"1055 Taraval St,San Francisco,CA,94116",Hot Pot,Simmer,(415) 598-8220,$11-30,4.0,235
"3251 20th Ave,San Francisco,CA,94132",Filipino,Los Kuyas,,Under $10,4.5,51
"4448 Mission St,San Francisco,CA,94112","American (Traditional),Diners,Greek",Golden State Grill,(415) 769-5737,$11-30,4.5,98
"1007 Valencia St,San Francisco,CA,94110","Indian,Vegetarian,Vegan",Udupi Palace,(415) 970-8000,$11-30,4.0,1367
"601 19th St,San Francisco,CA,94107","Latin American,Lounges,Cocktail Bars",School Night,(415) 903-5427,$11-30,4.0,98
"901 Larkin St,San Francisco,CA,94109","Thai,Noodles",House of Thai,(415) 441-2248,$11-30,4.0,1366
"1 Letterman Dr,Bldg D, Ste 150,San Francisco,CA,94129","American (New),Breakfast & Brunch,Bars",Sessions at the Presidio,(415) 655-9413,$11-30,3.5,504
"2127 Polk St,San Francisco,CA,94109",Comfort Food,MAC'D,(415) 795-1026,$11-30,4.0,231
"4627 Geary Blvd,San Francisco,CA,94118",Korean,My Tofu House,(415) 750-1818,$11-30,4.0,1653
"2424 Van Ness Ave,San Francisco,CA,94109","Afghan,Mediterranean,Halal",Helmand Palace,(415) 345-0072,$11-30,4.5,814
